"PSLCODE 1250";"9 1";"4 2";"Source Access Key";"Target Access Key"
"011923FC/231/0";"Configure Time Stamp Servers \n\n";"配置时间戳服务器 \n\n";;
"011923FC/232/0";"Configure a default %ls if you want to embed a trusted time stamp when signing. If you are in a workgroup, your computer administrator may provide you with Time Stamp Server configuration information. \n\n";"如果您想要在签名时嵌入一个受信任的时间戳，请配置默认的%ls。如果您处于工作组中，您的计算机管理员可能会提供给您时间戳服务器的配置信息。 \n\n";;
"011923FC/243/0";"Are you sure you want to make this server your new default server? This timestamp server will be used by default when signing.";"您确定您想要将该服务器作为您新的默认服务器？当签名时，将会默认使用该时间戳服务器。";;
"011923FC/233/0";"Time Stamp Server";"时间戳服务器";;
"011923FC/54/0";"Signature seems to be signed in future.";"该签名看起来将在未来被签署。";;
"011923FC/123/0";"Signature is a document timestamp signature but it is expired.";"该签名是一个文档的时间戳签名，但是已经过期。";;
"011923FC/200/0";"Generate Timestamp Error";"时间戳生成错误";;
"011923FC/166/0";"The signature includes an embedded timestamp but it is expired.";"该签名包含一个嵌入的已过期的时间戳。";;
"011923FC/270/0";"Add time stamp to the document";"在文档中添加时间戳";;
"011923FC/269/0";"Time Stamp Document";"时间戳文档";;
"011923FC/236/0";"Edit";"编辑";;
"011923FC/235/0";"New";"新建";;
"011923FC/229/0";"You must enter at least the name and the server URL to complete the configuration.";"您至少需要输入名称和服务器URL来完成配置。";;
"011923FC/230/0";"You must also enter a user name and password to complete the configuration.";"您必须输入一个用户名或者密码来完成配置。 ";;
"011923FC/239/0";"URL";"URL";;
"011923FC/130/0";"The signature includes an embedded timestamp but it is expired.  Timestamp time:\n %ls";"该签名包含一个嵌入的已过期的时间戳。时间戳时间：\n %ls";;
"011923FC/382/0";"Trust ALL root certificates in the Mac Certificate Store for:";"信任Mac证书存储区中的所有根证书：";;
"011923FC/247/0";"Are you sure you want to delete this Certificate?\nYou will no longer be able to verify the identity of the owner if you do.";"您确定您想要删除该证书？\n如果您这样做的话，此后将不再能够验证所有者的身份。";;
"011923FC/248/0";"Certificates (*.p7b,*.p7c,*.cer)|*.p7b;*.p7c;*.cer|";"证书(*.p7b,*.p7c,*.cer)|*.p7b;*.p7c;*.cer|";;
"011923FC/459/0";"Certificates (*.p7b,*.p7c,*.cer,*.crt)|*.p7b;*.p7c;*.cer;*.crt|";"证书 (*.p7b,*.p7c,*.cer,*.crt)|*.p7b;*.p7c;*.cer;*.crt|";;
"011923FC/249/0";"An unknown error occurred while importing the certificate.";"导入证书时发生未知错误。";;
"011923FC/250/0";"This certification cannot be used to sign this document since it cannot be added into the trusted certificates list. ";"该证书不能用于签署文档，它不能被添加到受信任的证书列表中。 ";;
"011923FC/136/0";"The signature includes an embedded timestamp but it could not be verified.";"该签名包含一个嵌入的时间戳，但是它无法被验证。";;
"011923FC/78/0";"Security settings have been successfully updated.";"安全设置已成功更新。";;
"011923FC/194/0";"Version";"版本";;
"011923FC/358/0";"Set Tab &amp;Order";"设置标签顺序(&amp;O)";;
"011923FC/280/0";"Trust";"信任";;
"011923FC/245/0";"Trusted Root";"受信任的根";;
"011923FC/57/0";"Unexpected byte range values defining scope of signed data.";"不可知的签名数据定义范围。";;
"011923FC/81/0";"Trusted Certificates Update";"受信任的证书更新";;
"011923FC/359/0";"View Signed Ve&amp;rsion";"查看签名版本(&amp;R)";;
"011923FC/454/0";"unknown";"未知";;
"011923FC/455/0";"Updating signature panel";"正在更新签名面板";;
"011923FC/456/0";"Initializing signature panel";"正在初始化签名面板";;
"03234A5D/1/0";"Dialog";"Dialog";;
"03234A5D/2/0";"Read Out Loud Options";"朗读选项";;
"03234A5D/3/0";"&amp;Volume:";"音量(&amp;V)：";;
"03234A5D/4/0";"Use &amp;default voice";"使用默认语音(&amp;D)";;
"03234A5D/5/0";"V&amp;oice:";"语音(&amp;O)：";;
"03234A5D/6/0";"Use default &amp;speech attribute";"使用默认朗读设置(&amp;S)";;
"03234A5D/7/0";"&amp;Pitch:";"音调(&amp;P)：";;
"03234A5D/8/0";"&amp;Rate:";"语速(&amp;R)：";;
"03234A5D/9/0";"Read &amp;comments";"朗读注释(&amp;C)";;
"03234A5D/10/0";"Read &amp;form fields";"朗读表单域(&amp;F)";;
"00BD1A5B/1/0";"The plugin is used to read the document out loud.";"该模块用于朗读文档。";;
"00BD1A5B/2/0";"Copyright ? 2010-2026 Foxit Software Inc. All Rights Reserved.";"2010-2026 福昕软件 版权所有。";;
"00BD1A5B/8/0";"Activate Read";"激活朗读";;
"00BD1A5B/9/0";"Deactivate Read to disable reading feature.";"停用朗读以禁用朗读功能";;
"00BD1A5B/7/0";"Deactivate Read";"停用朗读";;
"00BD1A5B/10/0";"Activate Read to enable reading feature.";"激活朗读以启动朗读功能。";;
"00BD1A5B/3/0";"Pause";"暂停";;
"00BD1A5B/12/0";"Pause reading out loud";"暂停朗读";;
"00BD1A5B/4/0";"Resume";"继续";;
"00BD1A5B/11/0";"Resume reading out loud";"继续朗读";;
"00BD1A5B/13/0";"You do not have permission to copy content from this document.";"您没有从该文档拷贝内容的权限。 ";;
"00BD1A5B/5/0";"Speech";"朗读";;
"00BD1A5B/6/0";"Speech language package was not found. Please check &apos;Control Panel\\\\Speech Recognition&apos; to install the package.";"未发现语音语言安装包。 请选择“控制面板\\语音识别”以完成文件安装。";;
"00167488/225/0";"string";"字符串";;
"00167488/226/0";"Copyright ? 2010-2026 Foxit Software Inc. All Rights Reserved.";"2010-2026 福昕软件 版权所有。";;
"00167488/7/0";"Cancel";"取消";;
"00167488/12/0";"No";"否";;
"00167488/6/0";"OK";"确定";;
"00167488/8/0";"&amp;Reset";"重置(&amp;R)";;
"00167488/11/0";"Yes";"是";;
"00167488/13/0";"Search";"搜索";;
"00167488/14/0";"Search&amp;Replace";"搜索&amp;替换";;
"00167488/10/0";"All Image Files";"所有图像文件";;
"00167488/9/0";"Image";"图像";;
"00167488/16/0";"%ls the current document";"%ls当前文档";;
"00167488/17/0";"%ls%[1] the file: %ls%[2]";"%ls%[1] 文件：%ls%[2]";;
"00167488/18/0";"%ls%[1] the page %d%[2]";"%ls%[1] 页面 %d%[2]";;
"00167488/19/0";"%ls%[1] on form named &apos;%ls%[2]&apos; on page %d%[3]";"%ls%[1] 位于名为“%ls%[2]”的表单（位于第 %d%[3]页）上";;
"00167488/20/0";"%ls%[1] on the screen on page %d%[2]";"%ls%[1]位于第 %d%[2] 页上的屏幕标注上";;
"00167488/21/0";"%ls%[1] on the media on page %d%[2]";"%ls%[1] 位于第 %d%[2] 页的多媒体上";;
"00167488/220/0";"%ls on the media";"%ls在多媒体上";;
"00167488/22/0";"%ls%[1] on the link on page %d%[2]";"%ls%[1] 位于第 %d%[2] 页上的链接";;
"00167488/23/0";"%ls%[1] on the bookmark &apos;%ls%[2]&apos;";"书签“%ls%[2]”上的 %ls%[1]";;
"00167488/24/0";"Document modification";"文档修改";;
"00167488/25/0";"Page modification";"页面修改";;
"00167488/26/0";"Field modification";"字段修改";;
"00167488/27/0";"Annotation modification";"注释修改";;
"00167488/28/0";"Modify the document&apos;s title from &apos;%ls%[1]&apos; to &apos;%ls%[2]&apos;";"将文档标题从“%ls%[1]”修改为“%ls%[2]”";;
"00167488/31/0";"Import data from &apos;%ls&apos;";"从“%ls”导入数据";;
"00167488/32/0";"Remove data object";"移除数据对象";;
"00167488/33/0";"Add file attachment";"添加文档附件";;
"00167488/34/0";"Remove template";"移除模板";;
"00167488/35/0";"Import data object";"导入数据对象";;
"00167488/36/0";"Add page template";"添加页面模板";;
"00167488/37/0";"Add watermark";"添加文档水印";;
"00167488/38/0";"Set visibility of page template named &apos;%ls%[1]&apos; from &apos;%ls%[2]&apos; to &apos;%ls%[3]&apos;";"将名为“%ls%[1]”的页面模板的可见性从“%ls%[2]”设置为“%ls%[3]”";;
"00167488/39/0";"Remove page(s) %ls";"移除第 %ls 页";;
"00167488/41/0";"Insert page(s) %ls%[1] from &apos;%ls%[2]&apos; as new page(s) %ls%[3] of the current document";"将“%ls%[2]”中的第 %ls%[1] 页插入为当前文档的第 %ls%[3] 页";;
"00167488/221/0";"Insert a new page as page %ls";"插入新页面作为第 %ls 页";;
"00167488/43/0";"Create page %d%[1] from the template named &apos;%ls%[2]&apos;";"从名为“%ls%[2]” 的模板创建第 %d%[1] 页";;
"00167488/44/0";"Resize page %d";"调整第 %d 页大小";;
"00167488/45/0";"Add the weblink on page(s) %ls";"在第 %ls 页上添加网页链接";;
"00167488/47/0";"Remove the weblink on page(s) %ls";"移除页面 %ls 上的网页链接";;
"00167488/49/0";"Rotate page %d%[1] from %ls%[2] degrees to %ls%[3] degrees";"将第 %d%[1] 页从 %ls%[2] 度旋转至 %ls%[3] 度";;
"00167488/50/0";"Move page %ls%[1] to page %ls%[2]";"将第 %ls%[1] 页移动到第 %ls%[2] 页";;
"00167488/51/0";"Replace page %ls%[1] of the current document with the page(s) %ls%[2] from &apos;%ls%[3]&apos;";"将当前文档的第 %ls%[1] 页替换为“%ls%[3]”中的第 %ls%[2] 页";;
"00167488/53/0";"Flat page(s) %ls";"扁平化页面 %ls";;
"00167488/55/0";"Add %ls%[1] on page %d%[2]";"在第%d%[2]页上添加%s%[1]";;
"00167488/56/0";"Delete the %ls%[1] on page %d%[2]";"删除第 %d%[2] 页上的 %ls%[1]";;
"00167488/222/0";"Remove all links on page %d";"移除页面 %d 上的所有链接";;
"00167488/57/0";"Modify the %ls%[1] of %ls%[2] from &apos;%ls%[3]&apos; to &apos;%ls%[4]&apos; on page %d%[5]";"将第 %d%[5] 页上 %ls%[2] 的 %ls%[1] 从“%ls%[3]” 修改为“%ls%[4]”";;
"00167488/58/0";"Modify the %ls%[1] of %ls%[2] to &apos;%ls%[3]&apos; on page %d%[4]";"将第 %d%[4] 页上的 %ls%[2] 的 %ls%[1] 修改为“%ls%[3]”";;
"00167488/59/0";"Modify the %ls%[1] of %ls%[2] on page %d%[3]";"修改第 %d%[3] 页上 %ls%[2] 的 %ls%[1]";;
"00167488/60/0";"Add a form field named &apos;%ls%[1]&apos; on page %d%[2]";"在第 %d%[2] 页上添加名为“%ls%[1]” 的表单域";;
"00167488/61/0";"Delete the form field named &apos;%ls%[1]&apos; on page %d%[2]";"删除第 %d%[2] 页上名为“%ls%[1]”的表单域";;
"00167488/62/0";"Modify the %ls%[1] of form field named &apos;%ls%[2]&apos; from &apos;%ls%[3]&apos; to &apos;%ls%[4]&apos; on page %d%[5]";"将第%d%[5]页上名为“%ls%[2]”的表单域的 %ls%[1] 从“%ls%[3]”修改为“%ls%[4]”";;
"00167488/63/0";"Modify the %ls%[1] of form field named &apos;%ls%[2]&apos; to &apos;%ls%[3]&apos; on page %d%[4]";"将第%d%[4]页 上名为“%ls%[2]”的表单域的 %ls%[1] 修改为“%ls%[3]”";;
"00167488/64/0";"Modify the %ls%[1] of form field named &apos;%ls%[2]&apos; on page %d%[3]";"修改第%d%[3] 页上名为“%ls%[2]”的表单域的 %ls%[1]";;
"00167488/65/0";"Reset the values of the form named &apos;%ls&apos;";"重置名为“%ls”的表单的值";;
"00167488/66/0";"Reset the values of all forms";"重置所有表单的值";;
"00167488/67/0";"Alignment";"对齐";;
"00167488/68/0";"left";"左对齐";;
"00167488/69/0";"center";"居中";;
"00167488/70/0";"right";"右对齐";;
"00167488/71/0";"Border Style";"边框样式";;
"00167488/72/0";"solid";"实线";;
"00167488/73/0";"beveled";"斜面";;
"00167488/74/0";"dashed";"虚线";;
"00167488/75/0";"inset";"内凹";;
"00167488/76/0";"underline";"下划线";;
"00167488/77/0";"Button X-axis Alignment";"按钮 X 轴对齐";;
"00167488/78/0";"Button Y-axis Alignment";"按钮 Y 轴对齐";;
"00167488/79/0";"Button Fit to Bounds";"按钮适合边界";;
"00167488/80/0";"Button Position";"按钮位置";;
